                     Force(x),                      Force(y),                      Force(z),                    Force(Net),                   Velocity(x),                   Velocity(y),                   Velocity(z),                 Velocity(Net),                   Position(x),                   Position(y),                   Position(z),                          Time,
        2.7208691142780812e-17         1.2355557069030362e-11         2.7208691142813744e-17         1.5265979048754675e-22             45.000000800567996              45.00044791235628          8.005687581580444e-07              4050.040384363811             17747.748059596513             17747.917146024385         0.00031184902850056774              787.7877877877878
        2.7208862690749606e-17         1.2355576165304215e-11         2.7208862690782535e-17         1.5266026237811426e-22               45.0000005952201              45.00030778546801          5.952206760649634e-07             4050.0277543566626              17747.74797930705              17747.86225412172          0.0002315594881012037              788.7887887887889
         2.693399022050768e-17         1.2293081214469905e-11         2.6933990220539945e-17         1.5111984574700375e-22             45.000000800568024              45.00044792472422          8.005687853941431e-07             4050.0403854769397              17792.79310544293             17792.962639436337         0.00031265039864248576              789.7897897897899
        2.6934160049248032e-17         1.2293100214833114e-11         2.6934160049280302e-17         1.5112031289338084e-22              45.00000059522013             45.000307797773395          5.952207030259145e-07             4050.0277554641575              17792.79302494791             17792.907607266483          0.0002321553046072552              790.7907907907909
         2.666274702430832e-17         1.2231077895359563e-11         2.6662747024339942e-17         1.4959926648377512e-22              45.00000080056805              45.00044793702963          8.005688123552643e-07             4050.0403865844396             17837.838151289343              17838.00813286064          0.0003134517688115295              791.7917917917919
         2.666291515215021e-17         1.2231096800532269e-11          2.666291515218183e-17         1.4959972894541254e-22              45.00000059522016             45.000307810016714          5.952207297153509e-07             4050.0277565660663             17837.838070588772             17837.952960423536         0.00023275112114015873              792.7927927927929
         2.639490945971475e-17         1.2169542359661595e-11          2.639490945974574e-17         1.4809776124499128e-22              45.00000080056808              45.00044794927297          8.005688390448691e-07             4050.0403876863543             17882.883197135758             17883.053626297227         0.00031425313900742543              793.7937937937938
        2.6395075912394813e-17          1.216956117035674e-11         2.6395075912425804e-17          1.480982190804479e-22             45.000000595220186              45.00030782219844          5.952207561366817e-07              4050.027757662431             17882.883116229634             17882.998313592812         0.00023334693769964422              794.7947947947948
        2.6130426353097106e-17         1.2108469914907676e-11         2.6130426353127474e-17         1.4661504368158992e-22              45.00000080056811              45.00044796145471          8.005688654663665e-07             4050.0403887827247             17927.928242982172              17928.09911974604          0.0003150545092299035              795.7957957957958
        2.6130591144581066e-17         1.2108488631831116e-11         2.6130591144611434e-17         1.4661549694854896e-22             45.000000595220214             45.000307834319024          5.952207822932647e-07              4050.027758753294             17927.928161870495             17928.043666774254           0.000233942754285445              796.7967967967969
         2.586924741622769e-17          1.204785592730531e-11          2.586924741625746e-17         1.4515083244644413e-22              45.00000080056814              45.00044797357532          8.005688916231144e-07             4050.0403898735926             17972.973288828587             17973.144613207016         0.00031585587947869704              797.7977977977979
        2.5869410571663688e-17         1.2047874551155893e-11         2.5869410571693455e-17          1.451512812017283e-22              45.00000059522024              45.00030784637894          5.952208081884073e-07             4050.0277598386965             17972.973207511357             17973.089019967796          0.0002345385708972977              798.7987987987989
         2.561132324187501e-17          1.198769582085984e-11         2.5611323241904186e-17         1.4370485109477238e-22             45.000000800568166             45.000447985635255          8.005689175184203e-07                 4050.040390959             18018.018334675002             18018.190106680093         0.00031665724975354264              799.7997997997999
        2.5611484782299044e-17          1.198771435232949e-11          2.561148478232822e-17         1.4370529539435835e-22              45.00000059522027              45.00030785837863          5.952208338253674e-07              4050.027760918679              18018.01825315222              18018.13437317338         0.00023513438753494225              800.8008008008009
        2.5356605280619905e-17         1.1927985076511726e-11           2.53566052806485e-17         1.4227682798677234e-22             45.000000800568195              45.00044799763497          8.005689431555421e-07             4050.0403920389876             18063.063380521417              18063.23560016521         0.00031745862005418026              801.8018018018018
        2.5356765226785148e-17         1.1928003516285526e-11         2.5356765226813744e-17         1.4227726788580582e-22               45.0000005952203              45.00030787031856          5.952208592073547e-07              4050.027761993282              18063.06329879308             18063.179726390947         0.00023573020419812178              802.8028028028028
        2.5105045836850304e-17          1.186871923128882e-11         2.5105045836878337e-17         1.4086649619242559e-22              45.00000080056822              45.00044800957492          8.005689685376895e-07             4050.0403931135966              18108.10842636783             18108.281093662314          0.0003182599903803531              803.8038038038039
         2.510520420550135e-17         1.1868737580045103e-11         2.5105204205529388e-17         1.4086693174523544e-22              45.00000059522033              45.00030788219916          5.952208843375308e-07              4050.027763062546             18108.108344433942             18108.225079620435          0.0002363260208865827              804.8048048048049
        2.4856598023887912e-17         1.1809893877473307e-11         2.4856598023915392e-17         1.3947359339841718e-22              45.00000080056825              45.00044802145553           8.00568993668024e-07              4050.040394182865             18153.153472214246             18153.326587171337         0.00031906136073180737              805.8058058058059
        2.4856754835262492e-17         1.1809912135883757e-11          2.485675483528997e-17         1.3947402465853018e-22              45.00000059522036              45.00030789402088          5.952209092190103e-07             4050.0277641265106             18153.153390074804             18153.270432861787         0.00023692183760007447              806.8068068068069
        2.4611215775689336e-17           1.17515046617831e-11         2.4611215775716277e-17         1.3809786181712135e-22              45.00000080056828             45.000448033277266          8.005690185496605e-07              4050.040395246834              18198.19851806066             18198.372080692225          0.0003198627311082927              807.8078078078079
          2.46113710497549e-17         1.1751522830512778e-11         2.4611371049781843e-17         1.3809828883727448e-22              45.00000059522038              45.00030790578415          5.952209338548619e-07             4050.0277651852143             18198.198435715665             18198.315786114945         0.00023751765433834967              808.8088088088089
        2.4368853813951282e-17         1.1693547284567238e-11         2.4368853813977697e-17         1.3673904809759749e-22               45.0000008005683              45.00044804504055          8.005690431856676e-07              4050.040396305542             18243.243563907075             18243.417574224917          0.0003206641015095616              809.8098098098098
        2.4369007570409304e-17          1.169356536427473e-11          2.436900757043572e-17         1.3673947092975333e-22               45.0000005952204               45.0003079174894           5.95220958248109e-07              4050.027766238696             18243.243481356527             18243.361139379846         0.00023811347110116397              810.8108108108108
        2.4129467645293832e-17         1.1636017499015236e-11         2.4129467645319726e-17         1.3539690323855324e-22              45.00000080056832              45.00044805674582          8.005690675790685e-07             4050.0403973590287              18288.28860975349             18288.463067769353          0.0003214654719353698              811.8118118118119
        2.4129619903583893e-17         1.1636035490352691e-11          2.412961990360979e-17          1.353973219339119e-22              45.00000059522042             45.000307929137065          5.952209824017303e-07             4050.0277672869947              18288.28852699739             18288.406492656435           0.000238709287888276              812.8128128128129
         2.389301353654943e-17         1.1578911110379923e-11          2.389301353657482e-17         1.3407118250322135e-22             45.000000800568344               45.0004480683935          8.005690917328421e-07             4050.0403984073323             18333.333655599905             18333.508561325478         0.00032226684238547586              813.8138138138139
        2.3893164308575082e-17         1.1578929013993136e-11          2.389316430860047e-17         1.3407159711223382e-22              45.00000059522044             45.000307940727566          5.952210063186608e-07              4050.027768330149              18333.33357263825             18333.451845944655         0.00023930510469944737              814.8148148148149
        2.3659448497878782e-17         1.1522223975213616e-11          2.365944849790368e-17           1.32761645336107e-22             45.000000800568365             45.000448079984025          8.005691156499235e-07              4050.040399450492              18378.37870144632             18378.554054893233          0.0003230682128596414              815.8158158158159
         2.365959780626038e-17          1.152224179174211e-11         2.3659597806285274e-17         1.3276205590848797e-22              45.00000059522046              45.00030795226132          5.952210300017924e-07              4050.027769368196             18378.378618279112             18378.497199244448          0.0002399009215344426              816.8168168168169
        2.3428730277055854e-17         1.1465952000617283e-11         2.3428730277080265e-17          1.314680552815573e-22              45.00000080056839             45.000448091517804          8.005691393332046e-07             4050.0404004885445             18423.423747292734             18423.599548472564         0.00032386958335763093              817.8178178178179
        2.3428878140506326e-17         1.1465969730694391e-11         2.3428878140530737e-17         1.3146846186629784e-22             45.000000595220484             45.000307963738756          5.952210534539749e-07             4050.0277704011737             18423.423663919973              18423.54255255576         0.00024049673839302905              818.8188188188188
         2.320081733944319e-17          1.141009114350258e-11          2.320081733946713e-17          1.301901799041126e-22              45.00000080056841              45.00044810299525          8.005691627855351e-07             4050.0404015215267              18468.46879313915              18468.64504206341          0.0003246709538792119              819.8198198198199
        2.3200963772842945e-17         1.1410108787755508e-11          2.320096377286689e-17         1.3019058254949203e-22             45.000000595220506              45.00030797516027          5.952210766780162e-07              4050.027771429119             18468.468709560835             18468.587905878532           0.000241092555274977              820.8208208208209
        2.2975668859125847e-17         1.1354637409866332e-11         2.2975668859149324e-17          1.289277907105918e-22              45.00000080056843              45.00044811441678          8.005691860097231e-07             4050.0404025494763             18513.513838985564              18513.69053566572         0.00032547232442415447              821.8218218218219
        2.2975813884301934e-17          1.135465496891624e-11         2.2975813884325415e-17         1.2892818946419003e-22              45.00000059522053              45.00030798652627          5.952210996766837e-07              4050.027772452069             18513.513755201697              18513.63325921271         0.00024168837218005944              822.8228228228229
        2.2753244699522605e-17         1.1299586854077357e-11          2.275324469954563e-17         1.2768066307387325e-22              45.00000080056845             45.000448125782796          8.005692090085358e-07               4050.04040357243              18558.55888483198             18558.736029279433         0.00032627369499223165              823.8238238238239
         2.275338832735696e-17         1.1299604328539432e-11         2.2753388327379988e-17          1.276810579825825e-22              45.00000059522055              45.00030799783717          5.952211224527045e-07              4050.027773470058              18558.55880084256             18558.678612558237         0.00024228418910805213              824.8248248248249
        2.2533505397969292e-17         1.1244935578175344e-11         2.2533505397991876e-17          1.264485761583292e-22              45.00000080056847              45.00044813709371          8.005692317847003e-07             4050.0404045904247             18603.603930678393             18603.781522904497         0.00032707506558321927              825.8258258258259
        2.2533647649813683e-17         1.1244952968658869e-11         2.2533647649836267e-17         1.2644896726836546e-22              45.00000059522057              45.00030800909336          5.952211450087659e-07              4050.027774483124              18603.60384648342              18603.72396591506         0.00024288000605873354              826.8268268268268
         2.231641216469575e-17         1.1190679731181566e-11         2.2316412164717904e-17         1.2523131284687398e-22              45.00000080056849             45.000448148349925          8.005692543409042e-07             4050.0404056034954             18648.648976524808             18648.827016540854         0.00032787643619689577               827.827827827828
         2.231655305458414e-17         1.1190697038289983e-11          2.231655305460629e-17         1.2523170020378826e-22              45.00000059522059              45.00030802029524          5.952211673475168e-07             4050.0277754913022              18648.64889212428              18648.76931928312         0.00024347582303188483              828.8288288288289
         2.210192685721428e-17         1.1136815508421117e-11         2.2101926857236007e-17          1.240286596695861e-22             45.000000800568515              45.00044815955182          8.005692766797961e-07             4050.0404066116785             18693.694022371223             18693.872510188452         0.00032867780683304226              829.8298298298299
          2.21020664025028e-17         1.1136832732752118e-11         2.2102066402524523e-17         1.2402904331827603e-22              45.00000059522061             45.000308031443204          5.952211894715677e-07             4050.0277764946277             18693.693937765143              18693.81467266237         0.00024407164002728977              830.8308308308309
        2.1890011972745833e-17         1.1083339150856654e-11          2.189001197276714e-17         1.2284040673387026e-22             45.000000800568536             45.000448170699805          8.005692988039866e-07             4050.0404076150085             18738.739068217637             18738.918003847237         0.00032947917749144253              831.8318318318319
        2.1890150190564972e-17         1.1083356293002232e-11          2.189015019058628e-17         1.2284078671859053e-22             45.000000595220634              45.00030804253764          5.952212113834916e-07             4050.0277774931355             18738.738983406005             18738.860026052753         0.00024466745704473475              832.8328328328329
         2.168063063728544e-17         1.1030246944433175e-11         2.1680630637306346e-17          1.216663476561175e-22              45.00000080056856             45.000448181794255          8.005693207160489e-07              4050.040408613521             18783.784114064052             18783.963497517154           0.000330280548171883              833.8338338338339
        2.1680767541076883e-17         1.1030264004979695e-11         2.1680767541097785e-17         1.2166672402049082e-22             45.000000595220655              45.00030805357893          5.952212330858246e-07               4050.02777848686             18783.784029046867             18783.905379454212          0.0002452632740840087               834.834834834835
         2.147374659487141e-17         1.0977535219433818e-11         2.1473746594891918e-17         1.2050627949483211e-22              45.00000080056858              45.00044819283556           8.00569342418519e-07             4050.0404096072507             18828.829159910467              18829.00899119815         0.00033108191887415254               835.835835835836
        2.1473882201357616e-17         1.0977552198962075e-11          2.147388220137813e-17         1.2050665228185935e-22             45.000000595220676              45.00030806456745          5.952212545810665e-07              4050.027779475836              18828.82907468773               18828.9507328667         0.00024585909114490306              836.8368368368369
         2.126932419018677e-17         1.0925200349846327e-11         2.1269324190206892e-17         1.1936000268518706e-22               45.0000008005686              45.00044820382411          8.005693639138965e-07              4050.040410596231              18873.87420575688              18874.05448489017         0.00033188328959804264              837.8378378378379
        2.1269458512440726e-17         1.0925217248931636e-11          2.126945851246085e-17         1.1936037193725816e-22               45.0000005952207              45.00030807550358          5.952212758716813e-07              4050.027780460097              18873.87412032859             18873.996086290157         0.00024645490822721176              838.8388388388389
         2.106732835838675e-17         1.0873238752740138e-11         2.1067328358406494e-17         1.1822732097497761e-22              45.00000080056862              45.00044821476026          8.005693852046457e-07              4050.040411580497             18918.919251603296             18919.099978593164          0.0003326846603433472              839.8398398398399
        2.1067461412734875e-17         1.0873255571952377e-11         2.1067461412754615e-17          1.182276867338811e-22              45.00000059522072             45.000308086387705          5.952212969600981e-07             4050.0277814396763              18918.91916596945             18919.041439724537         0.00024705072533073115              840.8408408408409
        2.0867724621915917e-17         1.0821646887653719e-11         2.0867724621935284e-17         1.1710804136193638e-22              45.00000080056864               45.0004482256444          8.005694062931957e-07              4050.040412560081              18963.96429744971              18964.14547230708         0.00033348603110986265              841.8418418418419
        2.0867856424474688e-17         1.0821663627557401e-11         2.0867856424494058e-17         1.1710840366886975e-22              45.00000059522074             45.000308097220184          5.952213178487113e-07             4050.0277824146083             18963.964211610313             18964.086793169787          0.0002476465424552601               842.842842842843
         2.067047906700701e-17         1.0770421255992099e-11         2.0670479067026014e-17         1.1600197403238096e-22             45.000000800568664              45.00044823647689          8.005694271819408e-07             4050.0404135350173             19009.009343296126             19009.190966031863          0.0003342874018973877               843.843843843844
        2.0670609633686106e-17         1.0770437917146433e-11          2.067060963370511e-17          1.160023329279601e-22              45.00000059522076             45.000308108001384          5.952213385398816e-07             4050.0277833849245             19009.009257251175             19009.132146625852          0.0002482423596005997              844.8448448448449
        2.0475558347698328e-17         1.0719558400434302e-11          2.047555834771697e-17         1.1490893230116013e-22             45.000000800568685              45.00044824725811          8.005694478732418e-07             4050.0404145053385              19054.05438914254             19054.236459767468         0.00033508877270572367              845.8458458458459
         2.047568769083481e-17         1.0719574983393258e-11         2.0475687690853456e-17         1.1490928782542908e-22              45.00000059522078             45.000308118731674           5.95221359035936e-07             4050.0277843506587             19054.054302892037             19054.177500092686          0.0002488381767665536              846.8468468468469
        2.0282929656113292e-17         1.0669054904350569e-11          2.028292965613159e-17         1.1382873255286971e-22             45.000000800568706              45.00044825798842          8.005694683694257e-07             4050.0404154710773             19099.099434988955             19099.281953513837         0.00033589014353467393              847.8478478478479
         2.028305779124412e-17         1.0669071409662937e-11         2.0283057791262417e-17          1.138290847453099e-22             45.000000595220804              45.00030812941141          5.952213793391689e-07             4050.0277853118437             19099.099348532898             19099.222853570234         0.00024943399395292753              848.8488488488489
        2.0092560733530862e-17          1.061890739122915e-11         2.0092560733548818e-17         1.1276119418430847e-22              45.00000080056873             45.000448268668165          8.005694886727868e-07             4050.0404164322663              19144.14448083537             19144.327447270924          0.0003366915143840444              849.8498498498499
        2.0092687672657663e-17         1.0618923819438598e-11          2.009268767267562e-17         1.1276154308384784e-22             45.000000595220826              45.00030814004094          5.952213994518424e-07               4050.02778626851              19144.14439417376              19144.26820705845         0.00025002981115952966               850.850850850851
        1.9904419841196328e-17         1.0569112524112481e-11          1.990441984121395e-17         1.1170613954814368e-22              45.00000080056875              45.00044827929772          8.005695087855873e-07              4050.040417388938             19189.189526681785             19189.372941038673          0.0003374928852536432               851.851851851852
        1.9904545599494073e-17         1.0569128875757619e-11         1.9904545599511696e-17          1.117064851931659e-22              45.00000059522085              45.00030815062063          5.952214193761865e-07              4050.027787220691              19189.18943981462              19189.31356055728         0.00025062562838617033               852.852852852853
        1.9718475764921584e-17         1.0519667005042596e-11         1.9718475764938877e-17         1.1066339389775953e-22              45.00000080056877              45.00044828987743          8.005695287100574e-07             4050.0404183411233               19234.2345725282              19234.41843481704         0.00033829425614328063              853.8538538538539
        1.9718600357372623e-17         1.0519683280657033e-11         1.9718600357389916e-17         1.1066373632611278e-22              45.00000059522087              45.00030816115083          5.952214391144005e-07             4050.0277881684174             19234.234485455483             19234.358914066674          0.0002512214456326621              854.8548548548549
        1.9534697796437117e-17         1.0470567574515575e-11         1.9534697796454087e-17          1.096327853332602e-22              45.00000080056879              45.00044830040765           8.00569548448396e-07              4050.040419288854             19279.279618374614              19279.46392860597         0.00033909562705276933              855.8558558558559
        1.9534821237833954e-17         1.0470583774627974e-11         1.9534821237850927e-17         1.0963312458226582e-22              45.00000059522089              45.00030817163188          5.952214586686525e-07               4050.02778911172             19279.279531096345             19279.404267586586          0.0002518172628988198              856.8568568568569
        1.9353055728280583e-17         1.0421811010944879e-11          1.935305572829724e-17         1.0861414474860098e-22              45.00000080056881             45.000448310888714          8.005695680027716e-07              4050.040420232161              19324.32466422103             19324.509422405416         0.00033989699798192406              857.8578578578579
        1.9353178029953423e-17         1.0421827136079025e-11          1.935317802997008e-17          1.086144808550622e-22              45.00000059522091             45.000308182064124          5.952214780410807e-07             4050.0277900506303             19324.324576737206             19324.449621116964          0.0002524130801844603               858.858858858859
        1.9173519845485725e-17         1.0373394130133406e-11         1.9173519845502075e-17         1.0760730577982145e-22             45.000000800568834             45.000448321320974          8.005695873753222e-07              4050.040421171076             19369.369710067444              19369.55491621533         0.00034069836893056173                859.85985985986
        1.9173641018626098e-17         1.0373410180808241e-11         1.9173641018642448e-17         1.0760763878003132e-22              45.00000059522093               45.0003081924479          5.952214972337933e-07             4050.0277909851784             19369.369622378068             19369.494974657762         0.00025300889748940266               860.860860860861
        1.8996060910931613e-17         1.0325313784754093e-11          1.899606091094766e-17         1.0661210475435459e-22             45.000000800568856              45.00044833170477          8.005696065681561e-07             4050.0404221056283              19414.41475591386             19414.600410035662          0.0003414997398985014              861.8618618618619
         1.899618096983938e-17         1.0325329761483787e-11         1.8996180969855427e-17         1.0661243468410454e-22              45.00000059522095              45.00030820278355          5.952215162488692e-07              4050.027791915395              19414.41466801893              19414.54032820893         0.00025360471481346807              862.8628628628629
         1.882065015747909e-17          1.027756686383889e-11          1.882065015749484e-17         1.0562838064138757e-22              45.00000080056888             45.000448342040436          8.005696255833523e-07               4050.04042303585             19459.459801760273             19459.645903866367         0.00034230111088556423              863.8638638638639
        1.8820769116274473e-17         1.0277582767132908e-11         1.8820769116290225e-17         1.0562870753597578e-22             45.000000595220975             45.000308213071406          5.952215350883589e-07               4050.02779284131              19459.45971365979              19459.58568177042          0.0002542005321564797              864.8648648648649
        1.8647259289893447e-17         1.0230150292276058e-11         1.8647259289908913e-17         1.0465597500325136e-22               45.0000008005689             45.000448352328306           8.00569644422961e-07              4050.040423961769             19504.504847606688             19504.691397707393          0.0003431024818915734               865.865865865866
        1.8647377159304635e-17         1.0230166122639183e-11           1.86473771593201e-17         1.0465629889748985e-22             45.000000595220996               45.0003082233118          5.952215537542841e-07              4050.027793762954             19504.504759300653             19504.631035342183          0.0002547963495182628               866.866866866867
         1.847586045783721e-17         1.0183061030315452e-11          1.847586045785239e-17         1.0369473194781191e-22              45.00000080056892              45.00044836256871          8.005696630890043e-07              4050.040424883417             19549.549893453102             19549.736891558692         0.00034390385291635414               867.867867867868
        1.8475977251662514e-17         1.0183076788247859e-11         1.8475977251677693e-17         1.0369505287603504e-22              45.00000059522102              45.00030823350505          5.952215722486389e-07              4050.027794680355             19549.549804941515             19549.676388924174         0.00025539216689864465               868.868868868869
        1.8306426267758327e-17          1.013629607308181e-11         1.8306426267773232e-17         1.0274449808184397e-22              45.00000080056894              45.00044837276198           8.00569681583476e-07              4050.040425800822             19594.594939299517             19594.782385420218         0.00034470522395973373                869.86986986987
         1.830654199962381e-17          1.013631175907911e-11         1.8306541999638712e-17         1.0274481607791571e-22              45.00000059522104             45.000308243651496            5.9522159057339e-07              4050.027795593543             19594.594850582376             19594.721742516344         0.00025598798429745447              870.8708708708709
        1.8138929756330532e-17         1.0089852450095828e-11         1.8138929756345166e-17         1.0180512246536282e-22              45.00000080056896              45.00044838290844          8.005696999083429e-07             4050.0404267140143             19639.639985145932             19639.827879291926         0.00034550659502154146              871.8718718718719
         1.813904443652155e-17         1.0089868064649132e-11          1.813904443653618e-17         1.0180543756268446e-22              45.00000059522106              45.00030825375145          5.952216087304768e-07             4050.0277965025466             19639.639896223238              19639.76709611865          0.0002565838017145235              872.8728728728729
        1.7973344399270752e-17         1.0043727224802878e-11          1.797334439928512e-17         1.0087645656689259e-22              45.00000080056898             45.000448393008405          8.005697180655445e-07             4050.0404276230224             19684.685030992347             19684.873373173767         0.00034630796610160845               873.873873873874
        1.7973458037948828e-17         1.0043742768398842e-11         1.7973458037963197e-17         1.0087676879841013e-22              45.00000059522108              45.00030826380523          5.952216267218126e-07             4050.0277974073956               19684.6849418641              19684.81244973104          0.0002571796191496848               874.874874874875
        1.7809644085286015e-17          9.997917494109249e-12         1.7809644085300123e-17          9.995835421965012e-23             45.000000800569005               45.0004484030622           8.00569736056994e-07              4050.040428527875              19729.73007683876             19729.918867065695          0.0003471093371997679               875.875875875876
        1.7809756695632598e-17          9.997932967230111e-12         1.7809756695646705e-17          9.995866361786106e-23               45.0000005952211             45.000308273813154          5.952216445492841e-07             4050.0277983081164              19729.72998750496              19729.85780335347          0.0002577754366027735               876.876876876877
        1.7647803125067992e-17          9.952420387925764e-12         1.7647803125081843e-17          9.905067157862331e-23             45.000000800569026              45.00044841307014          8.005697538845783e-07             4050.0404294286004             19774.775122685176             19774.964360967664          0.0003479107083158548               877.877877877878
        1.7647914720101335e-17          9.952435791049415e-12         1.7647914720115186e-17           9.90509781755843e-23              45.00000059522112              45.00030828377554          5.952216622147528e-07              4050.027799204739             19774.775033145823             19774.903156985896         0.00025837125407362637              878.8788788788789
         1.748779623818396e-17          9.907233068718635e-12         1.7487796238197557e-17          9.815326707852373e-23              45.00000080056904              45.00044842303254          8.005697715501586e-07             4050.0404303252267              19819.82016853159             19820.009854879627         0.00034871207944970603              879.8798798798799
        1.7487906827647955e-17          9.907248402318651e-12         1.7487906827661554e-17          9.815357090585712e-23              45.00000059522113              45.00030829369269          5.952216797200544e-07               4050.02780009729             19819.820078786684             19819.948510628274         0.00025896707156208224              880.8808808808809
        1.7329598534060357e-17           9.86235273106744e-12         1.7329598534073715e-17          9.726600139259403e-23             45.000000800569055               45.0004484329497          8.005697890555709e-07              4050.040431217781             19864.865214378005              19865.05534880154         0.00034951345060116036               881.881881881882
        1.7329708130682008e-17          9.862367995613139e-12         1.7329708130695366e-17          9.726630248149495e-23             45.000000595221145             45.000308303564914          5.952216970669999e-07              4050.027800985797             19864.865124427546             19864.993864280554          0.0002595628890679817               882.882882882883
        1.7173185527358236e-17          9.817776601230084e-12          1.717318552737135e-17          9.638873739225079e-23              45.00000080056907              45.00044844282194          8.005698064026261e-07              4050.040432106293              19909.91026022442             19910.100842733358         0.00035031482177005837               883.883883883884
        1.7173294143707935e-17          9.817791797186578e-12          1.717329414372105e-17          9.638903577349389e-23              45.00000059522116             45.000308313392516          5.952217142573758e-07              4050.027801870289             19909.910170068408             19910.039217942696         0.00026015870659116706               884.884884884885
         1.701853311294414e-17          9.773501936714614e-12          1.701853311295702e-17          9.552134010754358e-23              45.00000080056908              45.00044845264956          8.005698235931107e-07             4050.0404329907883             19954.955306070835             19955.146336675036          0.0003511161929562424               885.885885885886
        1.7018640755294956e-17           9.77351706454284e-12         1.7018640755307836e-17          9.552163581148935e-23             45.000000595221174               45.0003083231758          5.952217312929444e-07             4050.0278027507916              19954.95521570927             19955.084571614654         0.00026075452413148255              886.8868868868869
        1.6865617565936104e-17          9.729526025857757e-12         1.6865617565948754e-17          9.466367668841234e-23               45.0000008005691              45.00044846243286          8.005698406287872e-07             4050.0404338712956              20000.00035191725              20000.19183062653          0.0003519175641595567              887.8878878878879
         1.686572424660707e-17          9.729541086014539e-12          1.686572424661972e-17           9.46639697450139e-23              45.00000059522119              45.00030833291507          5.952217481754445e-07              4050.027803627333              20000.00026135013              20000.12992529638         0.00026135034168877405              888.8888888888889
        1.6714415529515273e-17          9.685846187410118e-12         1.6714415529527697e-17          9.381561636672585e-23              45.00000080056911              45.00044847217214           8.00569857511394e-07              4050.040434747841             20045.045397763664             20045.237324587793         0.00035271893537984706                889.88988988989
        1.6714521260674774e-17          9.685861180348214e-12           1.67145212606872e-17          9.381590680553526e-23               45.0000005952212              45.00030834261061          5.952217649065912e-07              4050.027804499939             20045.045306990993             20045.175278987834         0.00026194615926288916               890.890890890891
         1.656490401512864e-17          9.642459770127799e-12         1.6564904015140843e-17          9.297703041908183e-23             45.000000800569126              45.00044848186769          8.005698742426465e-07             4050.0404356204504              20090.09044361008             20090.282818558786         0.00035352030661696117               891.891891891892
          1.65650088087965e-17          9.642474696295934e-12         1.6565008808808698e-17          9.297731826925616e-23             45.000000595221216              45.00030835226272          5.952217814880767e-07             4050.0278053686366             20090.090352631854              20090.22063268897          0.0002625419768536773               892.892892892893
        1.6417060399614418e-17            9.5993641523705e-12         1.6417060399626405e-17          9.214779213035484e-23              45.00000080056914              45.00044849151982          8.005698908242368e-07              4050.040436489152             20135.135489456494              20135.32831253946          0.0003543216778707484               893.893893893894
        1.6417164264647317e-17          9.599379012213415e-12           1.64171642646593e-17          9.214807742066246e-23              45.00000059522123             45.000308361871696          5.952217979215707e-07             4050.0278062334514             20135.135398272716              20135.26598639975         0.00026313779446098944               894.894894894895
        1.6270862401326492e-17           9.55655674170577e-12         1.6270862401338266e-17          9.132777675797148e-23             45.000000800569154              45.00044850112881          8.005699072578346e-07              4050.040437353971              20180.18053530291             20180.373806529773         0.00035512304914105976              895.8958958958959
        1.6270965346477064e-17          9.556571535664266e-12          1.627096534648884e-17          9.132805951679796e-23             45.000000595221245              45.00030837143782          5.952218142087202e-07              4050.027807094409             20180.180443913578             20180.311340120126          0.0002637336120846783               896.896896896897
        1.6126288089730688e-17          9.514034974519512e-12         1.6126288089742252e-17           9.05168614969006e-23              45.00000080056917             45.000448510694945          8.005699235450873e-07              4050.040438214933             20225.225581149323             20225.419300529684         0.00035592442042774793               897.897897897898
        1.6126390126638885e-17          9.514049703030503e-12          1.612639012665045e-17          9.051714175225492e-23              45.00000059522126              45.00030838096138          5.952218303511508e-07              4050.027807951537              20225.22548955444             20225.356693850055         0.00026432942972459813               898.898898898899
        1.5983315876835044e-17          9.471796315632476e-12         1.5983315876846405e-17          8.971492544533989e-23              45.00000080056918              45.00044852021852          8.005699396876199e-07             4050.0404390720646             20270.270626995738              20270.46479453915          0.0003567257917306672                 899.8998998999
         1.598341701699985e-17           9.47181097912902e-12         1.5983417017011212e-17             8.971520322486e-23              45.00000059522127             45.000308390442655           5.95221846350466e-07             4050.0278088048585               20270.2705351953             20270.402047589498         0.00026492524738060494               900.900900900901
        1.5841924508796163e-17          9.429838257922727e-12         1.5841924508807324e-17          8.892184957108506e-23               45.0000008005692              45.00044852969981          8.005699556870363e-07             4050.0404399253907             20315.315672842153              20315.51028855813         0.00035752716304967354               901.901901901902
         1.584202476061418e-17          9.429852856834068e-12         1.5842024760625342e-17          8.892212490204358e-23              45.00000059522129              45.00030839988193          5.952218622082483e-07              4050.027809654401             20315.315580836163              20315.44740133841         0.00026552106505255623               902.902902902903
        1.5702093054747484e-17          9.388158321953904e-12         1.5702093054758448e-17          8.813751667856547e-23              45.00000080056921               45.0004485391391           8.00569971544919e-07              4050.040440774936             20360.360718688567             20360.555782586576          0.0003583285343846245              903.9039039039039
         1.570219242651754e-17          9.388172856705525e-12         1.5702192426528507e-17          8.813778958787549e-23               45.0000005952213             45.000308409279484          5.952218779260591e-07             4050.0278105001876             20360.360626477024             20360.492755096748         0.00026611688274031113               904.904904904905
        1.5563800910560856e-17          9.346754055609266e-12         1.5563800910571626e-17          8.736181137653272e-23             45.000000800569225              45.00044854853667          8.005699872628293e-07              4050.040441620727             20405.405764534982             20405.601276624453         0.00035912990573537914               905.905905905906
